City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
381,jijiga,9.35,42.8,56.5,48,0,8.3,ET,1605815162
382,bandarbeyla,9.49,50.81,76.51,75,0,21.85,SO,1605815162
383,vestmannaeyjar,63.44,-20.27,39.02,88,100,33.82,IS,1605815162
384,rumonge,-3.97,29.44,71.85,73,24,3.56,BI,1605815162
385,cecava,44.69,17.77,44.6,87,90,3.36,BA,1605815162
386,saint george,37.1,-113.58,68.0,29,1,2.68,US,1605815046
387,flin flon,54.77,-101.86,15.8,66,90,13.87,CA,1605815163
388,el reno,35.53,-97.95,72.0,56,1,33.33,US,1605815163
389,victor harbor,-35.57,138.62,59.0,84,41,1.99,AU,1605815163
390,takoradi,4.88,-1.76,78.94,83,99,7.18,GH,1605815163
391,solnechnyy,50.72,136.63,15.15,78,100,5.64,RU,1605815163
392,goundam,16.41,-3.67,80.82,18,0,9.75,ML,1605815163
393,cranbrook,49.5,-115.77,41.0,56,75,8.05,CA,1605815163
394,bettiah,26.8,84.5,66.09,60,0,1.83,IN,1605815163
395,morristown,36.21,-83.29,61.0,35,1,3.42,US,1605815163
396,jacareacanga,-6.22,-57.75,89.6,62,0,2.24,BR,1605815163
397,ellsworth,44.54,-68.42,37.0,69,90,12.75,US,1605814946
398,alta floresta,-9.88,-56.09,80.87,70,98,5.21,BR,1605815163
399,geraldton,-28.77,114.6,60.8,87,40,10.29,AU,1605815163
400,thayetmyo,19.32,95.18,66.83,87,0,3.69,MM,1605815164
401,vila franca do campo,37.72,-25.43,60.01,67,75,12.75,PT,1605815164
402,swellendam,-34.02,20.44,62.6,72,0,8.05,ZA,1605815164
403,ripoll,42.2,2.19,48.0,1,0,6.26,ES,1605815164
404,darlowo,54.42,16.41,45.0,52,67,29.86,PL,1605815164
405,mingguang,32.78,117.96,52.14,68,100,14.34,CN,1605815164
406,ojinaga,29.57,-104.42,78.01,33,1,6.93,MX,1605815164
407,richards bay,-28.78,32.04,69.66,79,95,15.86,ZA,1605815164
408,akdepe,42.06,59.38,17.6,57,0,6.93,TM,1605815164
409,sisimiut,66.94,-53.67,28.54,92,100,6.62,GL,1605815164
410,rabat,33.99,-6.84,71.01,37,100,8.05,MA,1605815164
411,usti nad orlici,49.97,16.39,44.01,84,59,3.0,CZ,1605815165
412,kiama,-34.68,150.87,63.0,88,0,1.01,AU,1605815165
413,majene,-3.54,118.97,78.73,83,99,3.89,ID,1605815165
414,tyumentsevo,53.32,81.5,12.33,96,100,11.25,RU,1605815165
415,saint-paul,-21.01,55.27,73.4,60,90,12.75,RE,1605815165
416,santa isabel,-23.32,-46.22,73.4,88,90,9.17,BR,1605815165
417,yuanping,38.72,112.76,30.42,84,45,3.83,CN,1605815165
418,watrous,51.67,-105.47,17.6,92,100,9.17,CA,1605815165
419,praya,14.92,-23.51,80.6,65,0,16.11,CV,1605815165
420,sakaiminato,35.55,133.23,64.4,93,40,3.36,JP,1605815165
421,lhokseumawe,5.18,97.15,79.29,80,100,4.47,ID,1605815166
422,banda aceh,5.56,95.32,78.69,77,100,4.97,ID,1605815166
423,broome,42.25,-75.83,48.99,42,1,8.05,US,1605815166
424,gizo,-8.1,156.84,83.53,76,100,11.25,SB,1605815166
425,santa paula,34.35,-119.06,69.01,67,1,5.28,US,1605815166
426,bilma,18.69,12.92,68.72,25,0,8.99,NE,1605815166
427,toropets,56.5,31.64,41.31,79,100,17.74,RU,1605815166
428,ugoofaaru,5.67,73.0,82.09,75,94,9.46,MV,1605815166
429,tura,25.52,90.22,64.08,83,8,2.37,IN,1605815106
430,balkhash,46.84,74.98,9.45,89,19,10.56,KZ,1605815166
431,souris,49.62,-100.26,26.6,79,90,3.36,CA,1605815166
432,sao felix do xingu,-6.64,-51.99,77.49,93,100,3.09,BR,1605815167
433,talikota,16.48,76.32,73.35,81,87,6.69,IN,1605815167
434,gat,31.61,34.76,66.0,100,100,2.75,IL,1605815167
435,taoudenni,22.68,-3.98,75.61,23,0,17.0,ML,1605815167
436,san cristobal,7.77,-72.22,84.2,70,40,9.17,VE,1605815167
437,sambava,-14.27,50.17,74.25,81,57,5.93,MG,1605815167
438,marquette,46.53,-87.63,48.0,59,98,5.01,US,1605815167
439,uyuni,-20.46,-66.83,62.89,14,0,16.02,BO,1605815167
440,luanshya,-13.14,28.42,66.56,82,74,4.32,ZM,1605815167
441,holly springs,35.65,-78.83,55.99,42,0,3.0,US,1605815167
442,pori,61.48,21.78,32.0,93,90,4.7,FI,1605815168
443,biak,-0.91,122.88,77.85,77,27,1.12,ID,1605815168
444,loukhi,66.08,33.04,40.05,85,100,14.18,RU,1605815168
445,ichon,37.28,127.44,44.6,81,90,2.24,KR,1605815168
446,margate,51.38,1.39,45.0,67,2,12.93,GB,1605815168
447,bahar,34.91,48.44,38.62,76,57,4.65,IR,1605815168
448,juarez,31.73,-106.48,79.0,22,5,5.82,MX,1605815168
449,alice springs,-23.7,133.88,75.2,22,86,3.96,AU,1605815097
450,evensk,61.95,159.23,2.86,85,99,9.69,RU,1605815168
451,sasayama,35.07,135.22,66.0,100,100,4.0,JP,1605815168
452,malanje,-9.54,16.34,64.96,98,36,4.38,AO,1605815168
453,nunoa,-14.48,-70.64,62.22,29,100,3.78,PE,1605815168
454,laguna,38.42,-121.42,61.0,87,1,5.82,US,1605815053
455,launceston,-41.45,147.17,60.01,82,22,10.29,AU,1605815169
456,srednekolymsk,67.45,153.68,2.55,94,100,11.16,RU,1605815169
457,ambon,-3.7,128.18,78.01,15,7,1.1,ID,1605815067
458,maningrida,-12.07,134.27,78.49,83,99,7.27,AU,1605815169
459,cabedelo,-6.98,-34.83,84.2,70,40,10.29,BR,1605814870
460,marsh harbour,26.54,-77.06,74.25,72,20,27.42,BS,1605815169
461,fortuna,40.6,-124.16,54.0,87,1,4.18,US,1605815169
462,tyrma,50.08,132.17,12.27,87,100,1.99,RU,1605815169
463,timra,62.49,17.33,30.0,74,0,10.29,SE,1605815169
464,yarega,63.44,53.58,36.21,88,100,15.28,RU,1605815169
465,shaunavon,49.65,-108.42,17.6,92,93,20.8,CA,1605815169
466,ranong,9.97,98.63,77.56,83,100,3.33,TH,1605815170
467,buchanan,5.88,-10.05,78.8,88,40,4.94,LR,1605815170
468,barga,44.07,10.48,52.0,86,57,1.01,IT,1605815170
469,penzance,50.12,-5.54,46.4,70,75,8.05,GB,1605815170
470,oum hadjer,13.3,19.7,79.9,22,5,10.22,TD,1605815170
471,nizwa,22.93,57.53,65.32,65,0,1.34,OM,1605815170
472,bonfim,3.08,-59.95,87.64,57,60,6.33,BR,1605815170
473,mandera,3.94,41.87,84.94,42,0,7.9,KE,1605815170
474,sheopur,25.67,76.7,65.07,55,0,7.23,IN,1605815170
475,kokopo,-4.35,152.26,77.97,83,70,5.61,PG,1605815170
476,ogaminana,7.59,6.22,78.78,51,2,1.66,NG,1605815170
477,bahia blanca,-38.72,-62.27,84.52,22,40,6.06,AR,1605815170
478,agirish,61.92,63.02,24.42,96,100,15.14,RU,1605815171
479,tres arroyos,-38.37,-60.28,80.62,23,0,7.63,AR,1605815171
480,pringsewu,-5.36,104.97,73.85,91,100,1.14,ID,1605815171
481,otane,-39.88,176.63,56.95,49,0,5.7,NZ,1605815171
482,sola,-13.88,167.55,80.31,85,92,21.07,VU,1605815171
483,lasa,46.62,10.7,46.99,75,75,12.75,IT,1605815171
484,brae,60.4,-1.35,39.2,60,90,13.87,GB,1605815171
485,nkhotakota,-12.93,34.3,81.55,52,1,6.24,MW,1605815171
486,abu samrah,35.3,37.18,58.08,49,78,7.02,SY,1605815171
487,arkhangelsk,64.54,40.54,44.6,93,90,11.18,RU,1605815171
488,yankton,42.87,-97.4,60.01,44,1,13.87,US,1605815171
489,kendal,54.33,-2.75,43.0,82,98,3.09,GB,1605815171
490,turayf,31.67,38.66,55.4,66,0,18.34,SA,1605815171
491,bathsheba,13.22,-59.52,86.0,70,40,19.46,BB,1605815171
492,languyan,5.26,120.08,79.52,81,100,2.53,PH,1605815172
493,kristiinankaupunki,62.27,21.38,33.44,85,84,15.3,FI,1605815172
494,hammerfest,70.66,23.68,37.4,86,75,48.32,NO,1605815172
495,awjilah,29.11,21.29,61.38,57,1,8.72,LY,1605815172
496,raga,8.46,25.68,83.25,31,73,3.58,SS,1605815172
497,rakai,-0.72,31.48,60.49,95,2,1.7,UG,1605815172
498,pio xii,-3.83,-45.15,80.2,86,98,5.06,BR,1605815172
499,blantyre,-15.79,35.01,79.16,36,0,10.98,MW,1605815068
500,khasan,42.43,130.64,30.06,91,100,28.34,RU,1605815172
501,camacha,33.08,-16.33,66.2,68,40,11.41,PT,1605815172
502,padang,-0.95,100.35,76.39,83,100,2.8,ID,1605815173
503,bose,45.46,8.01,48.0,78,11,1.01,IT,1605815173
504,lumding,25.75,93.17,60.12,91,0,1.32,IN,1605815173
505,tecoanapa,16.52,-98.75,87.67,40,16,7.85,MX,1605815173
506,touros,-5.2,-35.46,86.0,70,20,13.87,BR,1605815168
507,lodwar,3.12,35.6,86.13,41,0,16.93,KE,1605815173
508,le mars,42.79,-96.17,60.8,44,1,11.41,US,1605815136
509,nizhniy kuranakh,58.84,125.49,-2.51,90,59,2.44,RU,1605815173
510,pangnirtung,66.15,-65.71,17.6,85,90,2.24,CA,1605815173
511,chickasha,35.05,-97.94,69.8,56,1,24.16,US,1605815150
512,urengoy,65.97,78.37,16.48,97,100,14.23,RU,1605815173
513,le port,-20.94,55.29,73.4,60,90,12.75,RE,1605815173
514,dingle,11.0,122.67,75.96,90,79,6.33,PH,1605815173
515,luganville,-15.53,167.17,80.6,74,75,9.17,VU,1605815174
516,salinopolis,-0.61,-47.36,82.02,80,99,8.32,BR,1605814988
517,quatre cocos,-20.21,57.76,71.6,94,75,3.36,MU,1605815174
518,crixas,-14.55,-49.97,75.4,83,100,1.99,BR,1605815174
519,sao jose do belmonte,-7.86,-38.76,91.18,27,76,7.18,BR,1605815174
520,novouzensk,50.46,48.14,19.8,86,0,7.65,RU,1605815174
521,muros,42.78,-9.06,55.99,80,0,7.0,ES,1605815174
522,tilichiki,60.47,166.1,-1.68,94,26,6.26,RU,1605815174
523,pinhao,-25.7,-51.66,72.18,43,46,3.6,BR,1605815050
524,vila,42.03,-8.16,55.99,85,43,4.65,PT,1605815174
525,koksovyy,48.2,40.6,19.42,96,0,7.83,RU,1605815174
526,chekhov,55.14,37.47,32.0,93,99,17.56,RU,1605815174
527,saint-joseph,-21.37,55.62,73.4,60,90,6.93,RE,1605815174
528,inirida,3.87,-67.92,83.97,81,81,3.49,CO,1605815175
529,kolokani,13.57,-8.03,79.29,23,84,6.73,ML,1605815175
530,omsukchan,62.53,155.8,-8.43,86,100,5.73,RU,1605815175
531,fez,34.04,-5.0,62.6,51,0,9.17,MA,1605815109
532,bara,10.37,10.73,76.95,31,0,7.54,NG,1605815175
533,lengshuijiang,27.69,111.43,54.95,74,98,2.68,CN,1605815175
534,danshui,22.8,114.47,78.01,89,4,1.79,CN,1605815175
535,dasoguz,41.84,59.97,17.6,57,0,6.93,TM,1605815013
536,meulaboh,4.14,96.13,75.81,91,100,7.99,ID,1605815005
537,mayo,38.89,-76.51,53.01,40,1,10.29,US,1605815175
538,strezhevoy,60.73,77.59,17.6,78,0,15.66,RU,1605815175
539,serik,36.92,31.1,53.6,87,75,6.93,TR,1605815175
540,lachhmangarh,27.82,75.03,55.47,37,0,5.73,IN,1605815175
541,toccoa,34.58,-83.33,59.0,26,1,3.36,US,1605815176
542,aras,42.56,-2.36,50.0,76,20,12.75,ES,1605815176
543,maiduguri,11.85,13.16,74.5,24,0,9.57,NG,1605815176
544,great yarmouth,52.61,1.73,39.99,80,32,8.05,GB,1605815176
545,ust-nera,64.57,143.2,-22.41,77,87,5.01,RU,1605815176
546,nanton,50.35,-113.77,19.4,100,100,3.36,CA,1605815176
547,antofagasta,-23.65,-70.4,64.4,63,20,16.11,CL,1605814883
548,nouadhibou,20.93,-17.03,77.0,53,0,8.05,MR,1605814888
549,isangel,-19.55,169.27,76.62,68,0,14.74,VU,1605815176
550,blackwater,-23.58,148.88,69.35,82,6,10.22,AU,1605815176
551,bhagalpur,25.25,87.0,68.47,65,1,1.28,IN,1605815176
552,ziro,27.63,93.83,42.04,100,71,1.07,IN,1605815176
553,katherine,-14.47,132.27,84.2,62,0,8.05,AU,1605815176
554,toledo,39.83,-4.0,62.01,64,0,8.28,ES,1605814975
555,krasnoselkup,65.7,82.47,12.25,95,100,16.17,RU,1605815177
556,bartica,6.4,-58.62,84.2,74,75,9.17,GY,1605814945
557,brewster,41.4,-73.62,44.01,45,1,6.93,US,1605815177
558,cochrane,51.18,-114.47,12.99,85,90,8.05,CA,1605814939
559,te anau,-45.42,167.72,54.93,65,100,2.19,NZ,1605815177
560,san jose,37.34,-121.89,63.0,71,75,6.93,US,1605815052
561,araceli,10.55,119.99,82.98,82,92,18.52,PH,1605815177
562,nelson bay,-32.72,152.15,68.0,93,7,10.87,AU,1605815177
563,jiangyou,31.77,104.72,59.32,48,100,1.79,CN,1605815177
564,vavuniya,8.75,80.5,73.92,96,100,2.44,LK,1605815177
